"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","Price.per.gross.sqft","Price.per.land.sqft","outliers"
"22258",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2114,26,NA,"C1","520 WEST 156 STREET                      ","            ",10032,22,0,22," 4,996 "," 17,780 ",1908,2,"C1"," 9,500,000 ","7/8/2016",9500000,17780,4996,534.308211473566,1901.52121697358,0
"22262",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2115,44,NA,"C1","515 WEST 156 STREET                      ","            ",10032,30,0,30," 7,494 "," 24,795 ",1925,2,"C1"," 8,377,903 ","12/7/2015",8377903,24795,7494,337.886791691873,1117.94809180678,0
"22264",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2115,56,NA,"C1","539 WEST 156 STREET                      ","            ",10032,22,0,22," 3,922 "," 13,280 ",1916,2,"C1"," 12,075,000 ","9/8/2015",12075000,13280,3922,909.262048192771,3078.78633350331,0
"22266",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2118,70,NA,"C1","571 WEST 159 STREET                      ","            ",10032,20,0,20," 3,747 "," 12,385 ",1910,2,"C1"," 10,640,000 ","9/8/2015",10640000,12385,3747,859.103754541784,2839.60501734721,0
"22268",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2119,12,NA,"C1","574 WEST 161 STREET                      ","            ",10032,31,0,31," 7,174 "," 25,160 ",1910,2,"C1"," 7,200,000 ","6/21/2016",7200000,25160,7174,286.168521462639,1003.62419849456,0
"22269",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2119,12,NA,"C1","574 WEST 161 STREET                      ","            ",10032,31,0,31," 7,174 "," 25,160 ",1910,2,"C1"," 5,000,000 ","9/8/2015",5e+06,25160,7174,198.72813990461,696.961248954558,0
"22270",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2B",2120,55,NA,"C4","551 WEST 161 STREET                      ","            ",10032,8,0,8," 1,890 "," 4,739 ",1910,2,"C4"," 1,125,000 ","7/22/2016",1125000,4739,1890,237.391854821692,595.238095238095,0
"22271",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2123,52,NA,"C1","27 AUDUBON AVENUE                        ","            ",10032,22,0,22," 3,800 "," 12,800 ",1906,2,"C1"," 10,500,000 ","11/30/2015",10500000,12800,3800,820.3125,2763.15789473684,0
"22274",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2123,61,NA,"C7","502 WEST 167 STREET                      ","            ",10032,12,1,13," 2,125 "," 8,700 ",1916,2,"C7"," 3,100,000 ","5/10/2016",3100000,8700,2125,356.32183908046,1458.82352941176,0
"22275",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2125,34,NA,"C1","516 WEST 169 STREET                      ","            ",10032,24,0,24," 4,250 "," 17,754 ",1912,2,"C1"," 5,000,000 ","11/30/2015",5e+06,17754,4250,281.62667567872,1176.47058823529,0
"22276",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2126,28,NA,"C7","79 AUDUBON AVE                           ","            ",10032,24,3,27," 5,375 "," 22,385 ",1911,2,"C7"," 6,500,000 ","11/30/2015",6500000,22385,5375,290.373017645745,1209.3023255814,0
"22278",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2127,46,NA,"C7","2228 AMSTERDAM AVENUE                    ","            ",10032,35,1,36," 5,200 "," 22,956 ",1910,2,"C7"," 15,100,000 ","9/8/2015",15100000,22956,5200,657.780101062903,2903.84615384615,0
"22279",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2127,54,NA,"C1","507 WEST 170 STREET                      ","            ",10032,25,0,25," 5,000 "," 18,005 ",1920,2,"C1"," 6,000,000 ","11/30/2015",6e+06,18005,5000,333.240766453763,1200,0
"22281",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2128,40,NA,"C1","508 WEST 172 STREET                      ","            ",10032,20,0,20," 4,592 "," 16,790 ",1907,2,"C1"," 6,300,000 ","9/8/2015",6300000,16790,4592,375.223347230494,1371.9512195122,0
"22282",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2128,53,NA,"C1","507 WEST 171 STREET                      ","            ",10032,30,0,30," 4,750 "," 20,574 ",1920,2,"C1"," 20,000,000 ","3/21/2016",2e+07,20574,4750,972.100709633518,4210.52631578947,0
"22286",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2129,41,NA,"C1","506 WEST 173 STREET                      ","            ",10032,20,0,20," 5,000 "," 18,030 ",1906,2,"C1"," 7,100,000 ","9/8/2015",7100000,18030,5000,393.788130892956,1420,0
"22287",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2130,40,NA,"C1","520 WEST 174 STREET                      ","            ",10033,32,0,32," 5,000 "," 16,905 ",1927,2,"C1"," 7,950,000 ","8/3/2016",7950000,16905,5000,470.275066548358,1590,0
"22288",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2130,48,NA,"C7","501 WEST 173 STREET                      ","            ",10032,20,2,22," 3,500 "," 17,375 ",1911,2,"C7"," 4,224,025 ","1/7/2016",4224025,17375,3500,243.109352517986,1206.86428571429,0
"22290",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2137,86,NA,"C1","610 WEST 163 STREET                      ","            ",10032,54,0,54," 16,598 "," 47,930 ",1930,2,"C1"," 13,500,000 ","6/22/2016",13500000,47930,16598,281.660755268099,813.351006145319,0
"22291",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2144,57,NA,"C7","1315-1317 ST NICHOLAS AVENUE             ","            ",10033,24,4,28," 5,690 "," 23,235 ",1913,2,"C7"," 7,250,000 ","7/12/2016",7250000,23235,5690,312.029266193243,1274.16520210896,0
"22293",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2114,10,NA,"D1","570 WEST 156 STREET                      ","            ",10032,54,0,54," 12,490 "," 50,946 ",1911,2,"D1"," 14,175,000 ","9/8/2015",14175000,50946,12490,278.235779060181,1134.90792634107,0
"22294",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2120,48,NA,"D1","517 WEST 161ST STREET                    ","            ",10032,41,0,41," 4,996 "," 21,426 ",1926,2,"D1"," 8,350,000 ","4/20/2016",8350000,21426,4996,389.71343227854,1671.33706965572,0
"22296",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2122,84,NA,"D7","1091 ST. NICHOLAS AVE                    ","            ",10030,56,6,62," 10,365 "," 50,932 ",1910,2,"D7"," 18,876,000 ","5/4/2016",18876000,50932,10365,370.611796120317,1821.12879884226,0
"22298",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2122,88,NA,"D7","1083 ST. NICHOLAS AVE                    ","            ",10032,51,8,59," 18,525 "," 85,530 ",1915,2,"D7"," 17,424,000 ","5/4/2016",17424000,85530,18525,203.717993686426,940.566801619433,0
"22300",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2122,110,NA,"D1","548 WEST 164 STREET                      ","            ",10032,54,0,54," 13,239 "," 56,634 ",1910,2,"D1"," 16,200,000 ","6/6/2016",16200000,56634,13239,286.04725076809,1223.65737593474,0
"22301",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2128,8,NA,"D7","1228 ST. NICHOLAS AVE                    ","            ",10032,44,7,51," 11,875 "," 57,690 ",1912,2,"D7"," 19,000,000 ","5/4/2016",1.9e+07,57690,11875,329.346507193621,1600,0
"22303",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2132,21,NA,"D7","247 AUDUBON AVENUE                       ","            ",10033,40,2,42," 10,471 "," 49,380 ",1910,2,"D7"," 12,300,000 ","7/27/2016",12300000,49380,10471,249.088699878493,1174.67290612167,0
"22304",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2133,30,NA,"D7","1320 ST. NICHOLAS AVE                    ","            ",10033,55,5,60," 9,911 "," 45,756 ",1920,2,"D7"," 21,900,000 ","5/4/2016",21900000,45756,9911,478.625753999475,2209.66602764605,0
"22306",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2136,90,NA,"D1","645 WEST 160TH STREET                    ","            ",10032,48,0,48," 14,988 "," 63,384 ",1914,2,"D1"," 11,300,000 ","9/17/2015",11300000,63384,14988,178.278429887669,753.936482519349,0
"22307",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2139,199,NA,"D1","703 WEST 171 STREET                      ","            ",10032,11,1,12," 2,500 "," 17,550 ",2006,2,"D1"," 5,100,000 ","2/23/2016",5100000,17550,2500,290.598290598291,2040,0
"22309",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2141,48,NA,"D7","1245 ST. NICHOLAS AVE                    ","            ",10032,38,5,43," 9,450 "," 44,081 ",1906,2,"D7"," 19,300,000 ","5/4/2016",19300000,44081,9450,437.830357750505,2042.32804232804,0
"22311",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2143,9,NA,"D1","610 WEST 174 STREET                      ","            ",10033,49,0,49," 10,000 "," 40,924 ",1925,2,"D1"," 11,300,000 ","5/4/2016",11300000,40924,10000,276.121591242303,1130,0
"22428",1,"WASHINGTON HEIGHTS LOWER ","14  RENTALS - 4-10 UNIT                     ","2A",2107,9,NA,"S5","914 ST NICHOLAS AVENUE                   ","            ",10032,5,1,6," 1,088 "," 3,068 ",1900,2,"S5"," 950,000 ","4/11/2016",950000,3068,1088,309.647979139505,873.161764705882,0
"22453",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2149,270,NA,"C1","133 FT GEORGE AVENUE                     ","            ",10040,40,0,40," 7,225 "," 35,135 ",1924,2,"C1"," 7,900,000 ","11/3/2015",7900000,35135,7225,224.847018642379,1093.42560553633,0
"22454",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2152,39,NA,"C1","512 WEST 180 STREET                      ","            ",10033,20,0,20," 5,000 "," 17,450 ",1909,2,"C1"," 4,000,000 ","10/14/2015",4e+06,17450,5000,229.226361031519,800,0
"22456",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2A",2152,60,NA,"C2","517 WEST 179TH STREET                    ","            ",10033,6,0,6," 1,700 "," 2,033 ",1900,2,"C2"," 753,627 ","10/28/2015",753627,2033,1700,370.696999508116,443.31,0
"22459",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2153,68,NA,"C7","554-556 WEST 181 STREET                  ","            ",10033,24,4,28," 9,954 "," 38,750 ",1906,2,"C7"," 21,150,000 ","4/7/2016",21150000,38750,9954,545.806451612903,2124.773960217,0
"22461",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2B",2154,12,NA,"C5","564 WEST 182 STREET                      ","            ",10033,8,0,8," 1,248 "," 2,050 ",1920,2,"C5"," 315,000 ","4/19/2016",315000,2050,1248,153.658536585366,252.403846153846,0
"22462",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2B",2154,12,NA,"C5","564 WEST 182ND STREET                    ","            ",10033,8,0,8," 1,248 "," 2,050 ",1920,2,"C5"," 367,500 ","10/19/2015",367500,2050,1248,179.268292682927,294.471153846154,0
"22463",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2154,24,NA,"C7","561-565 WEST 181 STREET                  ","            ",10033,16,2,18," 5,000 "," 17,526 ",1920,2,"C7"," 10,000,000 ","4/7/2016",1e+07,17526,5000,570.58085130663,2000,0
"22465",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2154,69,NA,"C7","1466 ST NICHOLAS AVENUE                  ","            ",10033,16,2,18," 5,000 "," 15,592 ",1909,2,"C7"," 6,500,000 ","6/22/2016",6500000,15592,5000,416.880451513597,1300,0
"22468",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2A",2157,32,NA,"C2","567 WEST 184 STREET                      ","            ",10033,5,0,5," 2,500 "," 4,684 ",1920,2,"C2"," 860,000 ","1/29/2016",860000,4684,2500,183.603757472246,344,0
"22469",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2158,41,NA,"C7","564 WEST 189TH STREET                    ","            ",10040,37,2,39," 5,000 "," 22,850 ",1923,2,"C7"," 6,608,900 ","2/3/2016",6608900,22850,5000,289.229759299781,1321.78,0
"22470",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2159,43,NA,"C1","540 WEST 189 STREET                      ","            ",10040,30,0,30," 5,015 "," 24,876 ",1917,2,"C1"," 5,740,000 ","10/8/2015",5740000,24876,5015,230.744492683711,1144.56630109671,0
"22472",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2162,37,NA,"C7","1395 ST. NICHOLAS AVENUE                 ","            ",10033,16,6,22," 5,000 "," 20,932 ",1909,2,"C7"," 10,805,000 ","9/17/2015",10805000,20932,5000,516.195299063635,2161,0
"22474",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2167,27,NA,"C1","649 WEST 184TH ST                        ","            ",10033,21,0,21," 4,996 "," 17,965 ",1925,2,"C1"," 5,500,000 ","7/7/2016",5500000,17965,4996,306.150848872808,1100.88070456365,0
"22477",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2168,43,NA,"C1","608 WEST 189TH STREET                    ","            ",10040,21,0,21," 5,000 "," 18,555 ",1915,2,"C1"," 8,765,000 ","3/21/2016",8765000,18555,5000,472.379412557262,1753,0
"22478",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2168,63,NA,"C1","325 WADSWORTH AVE                        ","            ",10040,24,0,24," 5,958 "," 21,675 ",1920,2,"C1"," 4,975,000 ","7/7/2016",4975000,21675,5958,229.527104959631,835.01174890903,0
"22480",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2169,6,NA,"C1","608 WEST 191 STREET                      ","            ",10040,24,0,24," 5,000 "," 19,825 ",1914,2,"C1"," 7,350,000 ","12/23/2015",7350000,19825,5000,370.744010088272,1470,0
"22481",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2170,500,NA,"C1","85 FAIRVIEW                              ","            ",10040,24,0,24," 4,925 "," 15,141 ",1928,2,"C1"," 4,900,000 ","7/7/2016",4900000,15141,4925,323.624595469256,994.92385786802,0
"22483",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2170,506,NA,"C1","1 BROADWAY TERRACE                       ","            ",10040,16,0,16," 3,500 "," 9,728 ",1928,2,"C1"," 2,600,000 ","9/10/2015",2600000,9728,3500,267.269736842105,742.857142857143,0
"22484",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,12,NA,"C7","25 SHERMAN AVENUE                        ","            ",10040,43,4,47," 8,750 "," 39,176 ",1926,2,"C7"," 11,450,000 ","5/17/2016",11450000,39176,8750,292.270778027364,1308.57142857143,0
"22485",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,131,NA,"C1","30 SICKLES STREET                        ","            ",10040,52,0,52," 13,500 "," 42,300 ",1925,2,"C1"," 11,316,010 ","6/3/2016",11316010,42300,13500,267.517966903073,838.222962962963,0
"22486",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,154,NA,"C1","37 SICKLES STREET                        ","            ",10040,98,0,98," 22,500 "," 71,475 ",1920,2,"C1"," 23,914,461 ","6/3/2016",23914461,71475,22500,334.584973767051,1062.86493333333,0
"22487",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,175,NA,"C1","24 ARDEN STREET                          ","            ",10040,67,0,67," 19,250 "," 58,030 ",1920,2,"C1"," 12,097,222 ","3/29/2016",12097222,58030,19250,208.464966396691,628.427116883117,0
"22489",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,224,NA,"C1","14 THAYER STREET                         ","            ",10040,42,0,42," 9,000 "," 31,665 ",1926,2,"C1"," 19,700,000 ","8/24/2016",19700000,31665,9000,622.13800726354,2188.88888888889,0
"22490",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2175,202,NA,"C1","95 THAYER STREET                         ","            ",10040,47,0,47," 10,088 "," 35,625 ",1920,2,"C1"," 10,573,874 ","6/3/2016",10573874,35625,10088,296.810498245614,1048.16356066614,0
"22491",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2176,149,NA,"C1","711 WEST 180 STREET                      ","            ",10033,20,0,20," 5,500 "," 19,220 ",1909,2,"C1"," 5,200,000 ","12/16/2015",5200000,19220,5500,270.551508844953,945.454545454545,0
"22492",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2164,38,NA,"D7","4300-4306 BROADWAY                       ","            ",10033,54,1,55," 10,450 "," 52,598 ",1955,2,"D7"," 21,600,000 ","2/2/2016",21600000,52598,10450,410.662002357504,2066.98564593301,0
"22494",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2167,24,NA,"D7","220 WADSWORTH AVENUE                     ","            ",10033,52,2,54," 12,530 "," 56,652 ",1909,2,"D7"," 15,600,000 ","8/15/2016",15600000,56652,12530,275.365388688837,1245.01197126895,0
"22495",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2169,29,NA,"D7","1631 ST. NICHOLAS AVE                    ","            ",10040,38,5,43," 10,000 "," 47,463 ",1930,2,"D7"," 15,500,000 ","5/4/2016",15500000,47463,10000,326.57017044856,1550,0
"22497",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2169,34,NA,"D7","1621 ST. NICHOLAS AVE                    ","            ",10040,38,5,43," 10,000 "," 47,463 ",1920,2,"D7"," 14,500,000 ","5/4/2016",14500000,47463,10000,305.501127193814,1450,0
"22499",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2170,16,NA,"D1","658-666 WEST 188 STREET                  ","            ",10040,88,0,88," 24,476 "," 98,124 ",1920,2,"D1"," 23,100,000 ","9/17/2015",23100000,98124,24476,235.416411887,943.781663670534,0
"22500",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2170,370,NA,"D1","45 WADSWORTH TERRACE                     ","            ",10040,50,0,50," 12,500 "," 48,083 ",1929,2,"D1"," 10,000,000 ","9/2/2015",1e+07,48083,12500,207.973712122788,800,0
"22501",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2176,54,NA,"D7","4221 BROADWAY                            ","            ",10033,50,7,57," 14,575 "," 67,838 ",1920,2,"D7"," 27,200,000 ","5/4/2016",27200000,67838,14575,400.955216840119,1866.20926243568,0
"22503",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2177,8,NA,"D1","2 PINEHURST AVENUE                       ","            ",10033,54,0,54," 11,800 "," 55,548 ",1910,2,"D1"," 14,500,000 ","10/21/2015",14500000,55548,11800,261.035500828113,1228.81355932203,0
"22504",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2177,39,NA,"D1","12 PINEHURST AVENUE                      ","            ",10033,61,0,61," 11,700 "," 53,874 ",1920,2,"D1"," 16,500,000 ","10/21/2015",16500000,53874,11700,306.270185989531,1410.25641025641,0
"22505",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2177,163,NA,"D1","854 WEST 180 STREET                      ","            ",10033,48,0,48," 10,000 "," 46,530 ",1910,2,"D1"," 16,800,000 ","3/22/2016",16800000,46530,10000,361.057382333978,1680,0
"22758",1,"WASHINGTON HEIGHTS UPPER ","11A CONDO-RENTALS                           ","2",2179,1102,NA,"RR","92 PINEHURST AVENUE                      ","RES         ",10033,72,0,72," 15,775 "," 72,986 ",1928,2,"RR"," 25,550,000 ","2/1/2016",25550000,72986,15775,350.0671361631,1619.65134706815,0
"22797",1,"WASHINGTON HEIGHTS UPPER ","14  RENTALS - 4-10 UNIT                     ","2A",2163,28,NA,"S9","4230 BROADWAY                            ","            ",10033,4,2,6," 2,117 "," 5,457 ",1908,2,"S9"," 3,500,000 ","11/12/2015",3500000,5457,2117,641.378046545721,1653.28294756731,0
